Wage,Age,Overall,Potential,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
0,24,55,58,0,1,2,2,165,54,44,49,54,43,52,43,35,52,52,64,63,62,51,56,47,60,65,57,47,54,45,42,38,37,46,46,55,53
0,16,55,77,0,1,3,2,148,57,44,47,60,34,55,49,48,56,55,64,63,60,56,70,56,55,47,53,49,58,52,47,52,53,48,52,54,52
0,18,55,73,1,1,2,2,152,51,23,47,55,30,50,42,30,42,47,61,63,56,54,68,42,63,64,57,31,51,57,41,39,37,42,56,48,46
0,20,55,69,0,1,3,2,143,52,43,36,62,43,54,47,50,55,55,70,68,70,54,63,51,55,70,52,48,50,35,51,51,51,60,55,34,30
0,22,55,63,1,1,3,2,172,24,20,57,48,22,24,21,23,40,30,56,59,47,45,57,36,71,61,64,23,58,49,29,31,30,50,50,56,55
0,29,55,55,1,1,3,2,183,27,33,57,41,39,22,30,27,35,32,30,35,30,51,29,49,58,57,79,23,54,52,44,37,37,43,53,54,52
0,29,55,55,0,1,2,2,176,53,28,54,53,29,46,31,32,50,50,53,53,55,54,64,55,61,54,68,32,59,53,45,42,42,52,55,53,56
0,19,55,72,0,1,3,2,157,29,17,57,38,20,24,26,24,35,26,57,61,39,41,54,44,56,67,67,19,46,48,20,20,44,44,62,58,57
0,18,55,71,0,1,3,2,154,42,42,41,55,41,58,44,42,58,58,78,63,79,53,79,53,65,44,34,41,47,29,43,49,39,55,24,42,39
0,18,55,76,0,1,2,2,143,41,32,60,64,32,53,48,47,52,57,57,62,58,58,86,59,57,45,31,33,59,50,40,46,53,49,45,59,58
0,25,55,57,0,1,4,2,154,55,41,32,58,36,53,38,40,59,60,66,63,66,46,70,45,30,61,64,43,37,44,45,59,43,43,39,35,34
0,19,55,71,0,1,2,2,150,50,32,51,62,41,56,43,42,60,51,63,63,58,53,68,52,60,49,46,39,63,53,32,59,49,47,52,56,64
0,22,55,64,0,1,2,2,201,25,51,61,42,34,41,41,31,22,56,63,59,47,45,39,55,68,60,83,45,65,44,55,44,44,44,32,16,17
0,22,55,63,1,1,2,2,161,37,33,48,56,34,45,38,36,50,47,63,60,56,61,73,43,58,52,59,28,62,43,37,44,37,37,61,57,60
0,18,55,71,0,1,3,2,137,49,54,44,55,34,56,48,47,48,58,72,67,72,49,66,54,56,67,33,49,50,34,60,47,53,41,31,37,37
0,18,55,68,0,1,2,2,159,37,37,48,60,40,53,35,42,51,56,67,63,59,58,52,51,57,62,60,42,52,49,54,51,48,41,58,50,53
0,23,55,63,0,1,2,1,187,10,9,14,17,8,9,13,14,23,17,22,16,22,50,23,21,40,23,70,8,19,11,6,34,13,39,28,11,13
0,17,55,70,1,1,2,1,168,11,9,13,28,7,12,13,13,17,18,26,15,39,52,42,24,62,22,40,8,25,8,5,22,13,37,7,14,13
0,19,55,64,0,1,3,2,141,48,47,38,63,40,57,43,41,53,63,63,66,69,57,68,56,44,63,56,64,58,21,44,48,43,50,41,35,31
0,20,55,64,0,1,3,1,205,12,8,12,26,9,14,13,13,18,14,27,31,38,43,33,18,41,25,60,8,22,12,5,39,13,21,7,14,12
0,23,55,62,0,1,1,1,165,13,10,14,29,8,12,13,13,18,10,31,38,60,60,43,18,78,30,62,11,25,8,8,20,12,38,19,12,11
0,19,55,70,0,1,2,2,146,43,28,45,59,35,57,43,38,56,55,65,58,72,54,81,42,70,80,46,36,52,51,35,52,41,51,50,55,54
0,19,55,68,0,1,2,1,152,10,6,12,29,8,7,13,14,20,15,23,28,19,38,34,20,47,25,42,8,24,13,5,42,18,34,12,11,11
0,19,55,72,1,1,3,2,154,52,42,19,60,37,54,51,58,56,56,73,72,80,41,89,46,32,53,39,44,21,29,37,56,49,50,42,48,27
0,20,55,69,0,1,2,1,176,10,7,10,27,7,14,10,13,26,10,30,28,42,44,48,25,62,23,43,5,27,10,6,25,11,36,19,10,10
0,27,55,56,0,1,2,1,185,13,8,11,24,5,11,11,14,15,19,24,24,28,39,28,23,36,24,60,8,18,14,6,29,19,34,10,14,11
0,24,55,59,0,1,3,2,161,37,43,49,56,44,55,37,34,54,52,74,77,65,52,66,65,74,87,69,56,65,56,31,51,44,57,48,57,54
0,21,55,66,0,1,3,2,146,48,39,37,60,32,61,44,23,52,62,82,83,62,56,76,53,50,67,56,32,41,30,42,52,44,52,39,49,41
0,20,55,67,0,1,3,1,152,18,18,18,26,19,13,18,13,25,26,48,44,32,54,58,19,60,36,52,20,23,22,18,22,24,31,16,13,17
0,24,55,59,1,1,2,1,176,11,6,13,17,9,10,11,13,21,12,17,17,36,45,51,25,66,25,55,7,25,11,9,28,18,30,13,13,15
0,18,55,71,1,1,3,2,137,49,31,48,30,25,55,31,30,26,40,74,75,87,47,84,30,57,61,34,26,55,51,45,35,41,42,62,58,55
0,17,55,77,0,1,4,2,137,39,31,47,63,29,59,49,40,56,62,74,66,79,54,82,48,73,52,36,28,62,48,26,57,47,44,56,48,52
0,21,55,65,0,1,4,2,168,46,48,38,58,44,57,37,36,55,53,69,66,58,48,65,56,42,55,62,52,44,28,50,46,42,42,37,30,31
0,18,55,72,0,1,3,1,192,11,8,12,24,9,8,14,12,20,17,23,21,32,44,48,24,58,24,61,9,18,13,5,33,10,22,8,13,14
0,21,55,68,1,1,3,2,139,52,42,45,54,42,54,53,40,51,50,79,82,55,47,79,49,64,63,58,42,51,44,55,45,40,56,47,50,52
0,23,55,61,0,1,3,3,110,41,56,27,44,39,64,59,31,41,61,73,68,94,55,91,42,52,55,26,51,26,21,51,48,55,56,21,21,13
0,19,55,72,0,1,3,2,143,51,52,43,52,48,54,43,43,44,54,68,65,73,50,75,51,51,61,53,37,37,31,47,55,51,43,41,24,19
0,18,55,68,0,1,3,2,154,50,21,40,52,29,46,27,30,51,37,68,65,53,45,76,25,65,58,76,20,50,54,46,31,38,41,54,58,56
0,18,55,66,0,1,3,2,179,53,46,32,52,45,54,41,33,44,58,77,73,64,39,69,47,51,55,62,36,35,13,51,49,38,49,23,25,23
0,23,55,65,0,1,2,1,176,14,11,16,30,8,12,14,13,25,13,30,25,28,41,45,21,65,24,53,7,23,11,8,40,21,36,11,16,15
0,18,55,74,0,1,3,2,157,47,48,35,60,47,50,55,55,60,55,70,66,75,49,57,45,49,65,50,49,39,35,54,57,55,54,50,42,39
0,17,55,70,1,1,3,2,154,50,49,30,50,37,56,42,30,46,54,77,75,74,42,80,52,53,69,44,45,35,19,46,47,49,50,24,28,24
0,24,55,62,0,1,2,1,174,21,16,13,26,19,16,21,19,35,18,41,41,39,49,50,34,66,44,57,17,41,30,15,53,32,58,10,16,15
0,19,55,70,0,1,3,2,176,30,61,56,44,39,42,37,29,31,49,68,65,54,49,70,53,63,64,69,42,28,17,50,50,63,43,12,12,15
0,18,55,72,0,1,3,2,154,32,58,55,42,42,49,42,30,29,51,75,69,63,48,68,56,63,57,53,53,32,13,53,51,62,48,11,19,16
0,22,55,65,0,1,3,1,172,14,5,14,21,8,9,11,11,21,18,33,29,48,50,36,21,44,22,56,5,21,7,5,29,19,37,32,14,14
0,19,55,69,0,1,3,2,170,30,61,43,46,33,56,32,34,34,53,73,71,52,50,66,44,61,60,63,43,36,14,54,48,66,50,21,21,15
0,20,55,64,0,1,2,2,165,24,23,49,38,24,24,25,26,34,36,58,52,58,52,56,34,74,34,67,22,50,54,22,32,32,57,55,56,54
0,18,55,77,1,1,2,2,172,29,24,53,41,24,33,30,28,36,36,62,64,53,50,56,43,75,58,69,25,46,53,25,33,41,45,49,60,57
0,21,55,64,0,1,3,2,185,40,32,57,63,32,51,35,38,51,55,58,60,53,51,52,53,64,45,62,34,61,54,37,50,41,47,45,51,62
0,22,55,61,0,1,2,1,185,12,5,10,28,7,14,12,13,19,14,20,32,34,33,57,24,55,27,64,6,32,9,7,32,10,22,13,12,10
0,23,55,60,0,1,2,1,196,10,9,15,17,11,8,14,11,19,13,26,31,31,53,39,13,53,18,78,7,15,7,6,36,16,31,10,11,11
0,16,55,80,0,1,3,2,126,42,33,50,63,31,52,42,36,56,55,60,64,53,53,66,52,62,68,49,30,61,47,42,49,48,54,55,56,54
0,16,55,76,0,1,3,2,143,55,53,37,51,48,60,53,41,44,55,66,65,72,45,76,63,42,38,46,42,29,20,53,47,58,46,26,35,32
0,23,55,65,1,1,3,2,150,28,52,55,51,49,50,39,29,40,53,60,55,64,48,66,51,63,53,60,50,48,40,54,48,53,51,58,60,59
0,20,55,68,0,1,3,2,174,35,18,50,43,21,49,29,19,37,42,61,66,60,45,69,38,67,53,69,23,52,50,22,29,33,42,50,60,56
0,18,55,66,0,1,3,1,172,10,9,30,15,5,13,11,11,20,18,36,27,28,43,44,21,61,27,42,9,18,14,8,23,19,27,11,20,13
0,22,55,64,0,1,3,2,134,40,34,47,30,34,59,40,40,32,33,61,55,59,52,87,30,61,61,34,32,59,59,49,36,44,39,55,67,70
0,18,55,72,0,1,3,2,148,43,40,38,56,38,64,43,34,53,62,71,69,69,50,70,49,58,54,44,41,47,39,48,48,39,49,33,42,42
0,18,55,71,0,1,3,1,176,12,6,14,19,7,8,14,11,19,10,21,29,27,57,34,15,38,18,67,9,18,11,5,34,17,25,18,12,11
0,19,55,64,0,1,3,2,146,30,60,45,42,49,62,40,27,30,55,71,75,65,52,69,53,51,54,63,60,31,10,35,51,55,48,26,14,17
0,20,55,64,1,1,2,1,168,12,9,12,16,7,11,13,14,17,14,30,30,32,42,46,21,56,30,53,8,20,10,7,36,15,36,15,13,12
0,18,55,72,0,1,3,2,126,53,22,42,50,20,49,29,29,45,47,74,70,58,51,79,24,63,56,40,28,43,52,48,46,34,41,50,53,54
0,21,55,65,1,1,3,2,141,51,35,47,43,31,59,32,31,29,49,66,54,57,54,74,30,58,60,41,28,52,51,42,39,37,42,50,56,63
0,23,55,63,0,1,2,1,190,20,15,24,29,19,21,22,21,41,18,38,36,45,51,45,24,66,44,66,20,44,19,13,46,33,49,14,16,18
0,18,55,72,0,1,3,2,172,54,42,43,59,35,56,42,38,57,62,62,67,61,48,65,46,61,57,61,47,58,50,35,39,45,47,57,50,47
0,18,55,68,1,1,3,2,143,62,35,40,43,25,52,56,26,47,53,66,62,64,53,74,30,60,57,41,27,56,47,46,37,34,37,58,58,52
0,23,55,59,0,1,3,2,154,31,59,59,43,44,43,32,29,25,45,63,72,52,54,64,48,71,58,57,52,28,13,58,42,57,43,11,18,11
0,19,55,71,0,1,2,2,165,21,23,54,30,26,24,21,27,29,29,55,63,43,44,72,35,71,58,57,18,46,51,25,29,32,44,60,62,61
0,22,55,63,0,1,2,2,161,56,52,41,51,47,54,51,49,48,53,65,63,64,48,54,52,52,58,56,47,38,23,51,48,53,49,30,22,19
0,19,55,71,0,1,2,2,165,33,27,56,50,25,28,28,30,48,40,58,62,38,49,58,45,72,52,66,35,52,50,34,30,38,42,53,54,53
0,16,55,70,0,1,2,2,150,22,24,58,38,23,28,27,23,26,31,56,55,47,44,53,39,70,55,68,16,42,51,21,27,33,43,58,56,54
0,18,55,72,0,1,2,2,141,53,44,40,54,36,55,45,45,52,58,72,65,65,56,64,46,56,58,52,43,45,43,51,52,45,53,44,42,41
0,19,55,71,0,1,3,2,154,29,60,56,45,46,49,39,28,30,54,75,62,50,53,60,48,64,55,39,51,31,16,58,49,60,49,21,12,12
0,19,55,66,0,1,4,3,150,45,46,32,51,43,60,62,46,47,64,65,60,75,53,75,49,73,49,38,36,34,31,40,55,48,55,37,29,23
0,23,55,65,0,1,3,1,196,13,12,16,29,19,12,15,16,18,21,46,42,33,49,36,19,57,33,85,12,18,16,16,17,27,38,12,15,14
0,19,55,74,1,1,3,2,165,29,21,45,48,24,35,25,27,31,41,52,52,47,43,60,31,70,62,66,19,57,53,22,33,32,39,52,56,54
0,29,55,55,1,1,3,2,163,63,48,40,55,50,51,62,68,52,54,53,45,59,53,58,56,51,52,51,54,41,52,51,56,67,57,50,57,57
0,21,55,67,0,1,2,2,141,38,27,39,58,32,49,30,30,48,53,60,60,61,56,64,40,50,71,57,36,50,58,37,46,38,46,49,48,47
0,21,55,69,0,1,3,2,150,37,34,52,66,36,56,36,39,56,56,66,59,53,55,51,54,59,53,55,38,54,45,48,50,40,42,49,54,51
0,37,55,55,0,1,2,1,174,14,8,11,29,6,13,10,11,15,13,25,24,25,34,32,19,53,18,49,5,17,8,8,40,10,67,18,12,12
0,29,55,55,1,1,2,2,172,47,25,38,34,26,46,28,33,22,37,72,72,64,53,57,29,64,67,61,22,66,46,41,39,36,42,63,57,57
0,19,55,71,1,1,3,2,154,54,41,37,48,30,56,43,32,42,54,78,82,67,42,78,49,57,71,47,33,53,44,42,40,40,49,49,55,50
0,18,55,58,0,1,2,2,174,36,49,49,38,30,38,39,29,28,39,78,79,54,58,80,68,72,66,75,49,47,14,55,26,54,41,12,17,16
0,22,55,63,0,1,3,1,183,9,12,16,26,12,8,11,13,17,18,49,44,39,49,60,22,57,21,68,9,15,21,12,22,23,26,9,8,11
0,20,55,70,0,1,3,2,161,35,21,50,41,28,28,32,35,40,31,70,70,40,40,57,45,75,56,74,42,47,46,27,27,40,47,55,57,58
0,18,55,72,0,1,3,2,148,41,58,54,41,40,55,31,32,34,54,67,71,63,54,75,48,62,54,51,49,32,12,53,42,53,42,16,15,12
0,18,55,68,0,1,3,2,192,30,58,61,41,41,47,33,31,28,45,65,62,51,55,55,54,68,45,70,51,26,13,52,54,64,44,14,13,19
0,17,55,73,0,1,2,1,192,10,9,10,22,5,7,12,14,25,19,24,24,37,37,28,17,33,17,74,5,22,12,7,22,16,38,7,13,12
0,23,55,61,0,1,3,1,154,19,12,19,24,18,18,20,15,22,19,42,40,40,51,69,24,53,27,48,14,16,12,10,13,23,38,13,14,16
0,19,55,70,0,1,3,2,176,42,45,44,68,44,52,49,44,61,59,65,67,60,55,69,55,58,42,61,38,45,23,46,53,44,65,37,42,49
0,25,55,60,0,1,3,2,181,27,25,51,28,24,22,28,24,31,29,51,54,42,51,50,35,68,59,76,17,49,48,29,33,35,39,52,61,62
0,20,55,64,0,1,3,2,170,30,61,58,44,37,46,40,30,29,51,54,56,54,54,63,51,68,56,62,47,28,10,51,43,52,42,24,13,13
0,17,55,76,0,1,2,1,163,13,5,11,31,9,13,13,12,35,12,33,29,34,38,57,23,59,16,53,9,25,10,7,36,18,33,13,12,11
0,21,55,66,0,1,3,1,168,14,8,14,16,9,12,14,10,24,13,37,38,34,44,46,19,60,34,46,5,35,7,7,44,11,46,9,12,12
0,19,55,71,0,1,1,1,161,14,7,11,15,5,5,12,10,27,18,25,29,33,33,36,20,49,29,50,8,24,7,6,37,15,24,8,11,14
0,22,55,61,0,1,3,2,157,44,23,42,33,24,57,32,33,32,45,69,81,82,54,73,27,62,68,55,29,53,55,49,34,38,36,56,57,51
0,18,55,76,1,1,2,2,152,28,59,65,42,34,53,35,35,29,50,68,68,61,50,73,54,66,52,46,50,28,17,44,47,58,44,15,12,19
0,18,55,69,0,1,3,2,139,42,31,47,59,36,54,38,32,49,55,66,59,63,55,88,48,64,71,42,32,61,52,39,49,45,46,51,54,51
0,21,55,63,0,1,2,2,185,28,19,60,47,30,26,23,18,34,33,50,54,40,41,41,42,49,48,71,23,47,51,23,18,27,52,53,60,53
0,20,55,64,0,1,3,2,172,39,31,57,55,38,53,40,38,58,48,69,68,56,58,62,53,69,54,66,35,61,44,59,53,42,48,55,55,60
0,19,55,68,0,1,3,2,143,45,32,52,34,28,56,41,39,35,49,68,63,59,55,75,32,58,55,47,35,53,55,46,41,47,42,56,59,58
0,27,55,55,1,1,3,2,174,47,46,60,55,47,57,44,42,48,61,71,64,60,47,60,61,62,55,75,51,64,56,54,53,50,51,48,51,49
0,17,55,73,0,1,3,2,179,25,54,63,45,41,49,28,25,23,52,58,59,55,48,51,55,65,64,78,45,49,16,52,47,56,42,33,24,24
0,21,55,67,0,1,2,1,183,13,15,13,29,17,16,15,16,24,19,30,20,32,51,27,24,33,35,62,18,17,17,15,50,19,29,11,12,15
0,19,55,63,0,1,3,2,176,39,31,50,54,39,48,28,43,51,51,65,61,49,52,55,41,61,59,62,28,51,55,29,31,49,48,49,56,52
0,22,55,64,0,1,2,2,170,47,28,44,44,31,48,41,39,39,52,66,57,61,49,58,34,58,55,61,31,51,50,41,39,41,41,54,60,59
0,25,55,61,1,1,2,1,187,13,5,14,20,8,14,12,13,16,17,31,33,31,47,37,25,41,24,59,6,20,9,5,26,14,51,7,15,11
0,19,55,70,0,1,3,2,176,22,18,61,48,26,30,20,18,38,34,57,57,47,47,56,30,66,58,60,22,49,56,22,27,30,42,53,56,51
0,21,55,63,0,1,2,2,163,43,29,45,58,35,52,35,33,48,55,65,65,60,54,65,41,63,68,55,34,60,49,51,48,41,53,53,49,51
0,18,55,69,1,1,3,2,150,52,35,41,52,35,51,50,51,49,49,67,68,61,49,74,42,60,46,56,36,53,52,44,46,47,55,55,55,57
0,24,55,61,0,1,3,1,183,11,8,14,21,9,9,15,11,16,21,22,27,32,51,25,22,26,21,68,8,24,11,8,25,16,35,15,11,14
0,21,55,63,1,1,3,2,163,50,48,46,55,42,53,45,43,55,55,64,61,65,55,60,52,56,59,50,52,56,45,52,55,55,57,53,56,54
0,19,55,68,0,1,2,2,165,44,55,50,47,48,48,50,33,40,50,72,69,76,50,62,55,69,65,57,51,32,20,56,44,55,50,22,14,13
0,24,55,61,0,1,2,2,163,31,27,53,40,24,35,34,28,35,41,65,58,47,47,69,38,75,59,60,29,53,58,32,29,43,45,50,64,68
0,23,55,61,0,1,2,2,174,21,16,49,29,29,23,20,26,23,33,55,53,41,48,54,33,70,55,64,21,48,52,28,32,37,35,68,55,53
0,19,55,67,0,1,3,2,154,46,32,51,59,40,58,39,44,58,53,69,58,60,54,61,58,64,63,58,40,62,48,60,48,47,46,42,49,52
0,29,55,56,0,1,3,1,185,12,7,12,24,6,11,12,10,26,12,19,33,25,52,41,15,56,21,45,8,15,10,7,30,13,32,10,13,15
0,18,55,69,0,1,3,2,161,45,42,36,51,44,57,46,41,48,58,62,64,55,55,67,50,55,52,54,39,45,24,52,56,52,58,51,32,38
0,20,55,67,0,1,2,2,165,45,31,48,62,34,59,46,45,58,58,74,68,65,56,60,62,58,58,58,41,70,40,55,43,61,42,35,53,51
0,31,55,55,0,1,4,2,174,29,60,56,35,41,53,30,25,27,45,64,59,57,53,60,54,62,53,69,47,35,10,52,46,58,49,14,15,10
0,16,55,73,0,1,3,2,154,31,57,66,45,44,54,33,31,34,57,55,54,47,54,68,47,63,54,51,42,58,25,51,45,57,43,31,21,24
0,20,55,67,0,1,2,2,187,23,23,54,28,26,29,29,29,25,33,55,44,36,41,57,35,71,40,81,15,48,47,21,33,36,39,54,57,55
0,18,55,70,0,1,3,2,148,52,55,47,50,55,62,57,62,41,58,72,74,75,35,68,44,57,43,39,41,35,25,45,41,61,38,34,31,21
0,18,55,65,0,1,3,2,154,35,28,49,59,30,53,22,29,55,55,62,60,47,38,66,36,74,64,58,37,46,55,32,37,33,48,52,56,53
0,19,55,71,1,1,3,2,163,52,30,47,50,28,45,36,30,36,45,66,64,64,46,69,41,56,61,56,32,51,53,36,35,33,39,52,55,57
0,18,55,76,0,1,3,2,148,43,55,40,45,36,60,43,36,34,59,67,63,59,48,72,68,39,58,44,35,29,16,60,48,46,57,22,22,22
0,19,55,68,1,1,3,2,154,51,29,51,54,31,51,35,39,47,42,67,71,53,42,52,37,61,54,55,25,55,56,38,41,42,47,51,56,54
0,19,55,70,1,1,2,2,172,53,31,47,50,29,48,46,49,46,48,66,62,59,49,66,33,55,61,65,40,52,48,42,41,34,48,52,54,56
0,21,55,65,0,1,3,1,168,11,7,14,23,8,6,12,11,25,14,18,18,32,54,37,20,40,21,53,8,18,11,8,39,11,35,15,12,13
0,20,55,69,0,1,2,2,192,33,34,61,56,38,45,39,34,47,54,41,53,52,54,40,54,48,47,80,33,53,51,33,44,37,53,70,51,47
0,20,55,65,0,1,3,2,154,37,48,47,56,29,54,33,33,50,55,62,64,54,52,68,50,63,71,64,43,53,54,48,55,38,42,53,56,51
0,17,55,78,0,1,2,2,154,28,62,52,39,33,45,35,30,30,52,68,68,59,51,68,52,66,50,60,48,32,17,53,49,63,42,21,16,17
0,20,55,65,0,1,3,2,165,44,28,36,60,34,47,53,37,54,54,64,66,69,48,63,52,58,66,57,55,55,54,47,52,29,61,58,53,50
0,19,55,67,0,1,3,2,159,38,41,40,58,30,54,35,32,56,56,74,68,70,50,65,53,65,69,54,40,51,38,46,57,44,45,42,52,48
0,18,54,64,0,1,4,2,154,50,48,31,57,39,57,40,37,54,56,69,61,64,36,73,53,71,55,52,44,32,28,41,52,48,48,29,26,29
0,18,54,64,0,1,3,2,165,40,29,47,57,27,50,25,28,55,52,64,63,44,45,58,39,70,56,66,33,44,52,32,28,37,44,52,53,51
0,17,54,74,0,1,3,1,196,11,5,14,15,6,7,14,10,24,12,40,43,38,32,29,17,38,24,74,6,25,10,4,34,11,22,11,11,14
0,20,54,64,0,1,2,2,143,50,25,43,39,29,56,31,28,38,45,79,79,60,53,70,31,62,61,51,28,52,52,40,38,36,33,45,50,49
0,18,54,68,0,1,3,2,165,24,18,51,39,26,28,24,21,24,37,68,72,49,43,64,34,79,69,70,21,53,47,24,36,25,48,44,58,56
0,21,54,66,0,1,3,1,207,10,9,10,26,9,13,10,10,26,16,35,32,37,35,42,22,57,23,50,7,26,10,8,31,19,39,26,14,11
0,20,54,68,0,1,2,2,150,28,59,56,43,43,44,40,31,35,41,82,82,82,41,68,53,60,61,43,45,34,16,57,47,58,48,27,15,13
0,18,54,75,0,1,3,2,148,41,45,38,58,43,62,44,31,46,55,62,67,60,38,72,51,48,50,46,50,33,15,56,49,54,47,51,27,20
0,19,54,64,0,1,3,2,170,30,16,57,37,23,26,23,25,38,30,43,52,36,44,43,33,70,44,63,25,62,52,22,30,16,44,49,55,56
0,18,54,71,0,1,3,2,161,36,29,52,49,33,48,30,32,52,54,66,64,62,48,64,45,65,64,63,30,59,49,33,39,35,44,52,56,58
0,20,54,67,0,1,1,1,165,14,15,20,24,19,11,12,12,22,24,40,48,31,52,51,23,59,34,52,19,18,21,15,28,22,39,11,19,15
0,21,54,65,0,1,1,1,163,12,6,11,19,7,7,10,10,23,19,36,30,48,36,42,18,60,20,38,6,12,8,4,15,11,37,10,13,12
0,18,54,65,0,1,3,2,187,29,54,56,45,32,55,36,34,32,54,64,61,61,54,69,53,69,52,58,44,32,17,45,45,63,42,24,12,10
0,21,54,63,0,1,3,2,157,26,56,40,43,49,63,41,59,39,52,69,79,58,54,64,51,54,62,52,53,29,17,50,50,49,41,13,18,14
0,19,54,69,0,1,3,2,154,29,17,46,29,27,25,27,31,24,31,35,48,45,51,67,35,73,73,70,23,43,50,25,29,37,44,56,56,61
0,20,54,65,0,1,3,2,159,47,43,38,60,39,55,48,41,58,60,66,67,59,54,73,46,57,64,51,37,41,21,43,51,48,56,48,35,41
0,23,54,61,1,1,2,2,168,28,21,47,32,29,25,28,29,28,32,58,54,43,43,52,41,68,64,63,23,50,52,23,33,37,39,51,58,64
0,24,54,60,0,1,2,2,154,56,55,62,56,46,50,30,41,58,59,41,56,48,54,50,61,62,51,86,53,53,38,49,52,36,55,40,43,38
0,18,54,64,0,1,3,2,165,28,55,60,44,43,54,31,21,42,52,46,55,58,49,57,49,65,63,73,46,45,15,53,49,52,48,21,16,18
0,21,54,65,0,1,3,1,174,12,7,16,28,6,7,15,11,16,10,24,33,26,48,45,20,58,30,54,6,14,6,5,30,11,24,7,10,8
0,21,54,61,0,1,3,2,165,44,32,62,56,35,50,39,35,57,48,58,54,56,54,52,41,62,52,58,37,64,51,39,41,42,44,48,52,59
0,19,54,68,0,1,2,2,157,57,34,47,54,38,51,39,35,52,43,72,76,69,56,68,50,49,58,47,39,58,48,47,52,45,46,33,46,44
0,20,54,65,0,1,2,1,176,13,9,10,20,6,7,10,11,24,10,23,22,25,51,48,25,59,20,43,6,18,14,7,22,12,25,7,14,12
0,25,54,57,1,1,3,2,176,43,39,36,49,28,52,37,29,38,54,63,64,56,46,58,34,59,64,66,36,50,48,41,33,44,39,53,56,57
0,20,54,68,0,1,3,2,165,38,55,40,45,41,60,51,35,41,62,67,69,61,52,58,52,51,39,59,40,42,28,52,48,52,53,25,30,37
0,23,54,61,0,1,3,2,176,50,32,50,45,37,50,34,34,42,49,68,69,57,50,62,44,56,57,64,35,48,50,36,42,28,37,51,53,53
0,18,54,71,0,1,3,2,150,44,27,55,33,35,30,36,32,39,37,60,61,56,52,55,47,65,50,48,24,50,50,40,30,44,42,57,58,57
0,21,54,66,1,1,3,2,165,46,27,36,42,21,56,35,32,44,51,67,66,65,55,70,29,64,68,60,23,48,54,50,36,33,37,56,49,48
0,19,54,64,1,1,2,2,159,46,29,41,35,33,57,36,35,32,34,66,70,57,56,70,29,62,65,57,32,55,55,43,37,43,38,57,57,52
0,18,54,72,0,1,2,2,159,28,56,52,47,43,45,35,30,32,48,68,65,50,55,69,49,64,50,50,53,31,15,52,47,68,45,12,12,18
0,18,54,71,0,1,3,2,165,39,54,46,49,52,57,46,32,43,54,74,71,74,51,67,54,64,53,55,48,24,23,46,46,56,44,22,28,23
0,18,54,69,0,1,3,2,150,38,52,42,54,36,54,42,36,48,54,69,71,68,46,74,54,54,51,49,38,43,23,44,52,49,55,32,27,34
0,18,54,70,0,1,3,2,165,24,23,48,34,29,21,31,29,28,38,62,61,51,45,69,40,76,68,61,33,49,58,28,29,36,43,50,57,52
0,18,54,70,0,1,2,3,154,40,51,40,47,37,53,46,35,42,50,83,85,84,46,83,51,67,49,46,41,61,23,53,47,37,49,40,31,29
0,19,54,67,0,1,3,2,141,33,53,50,54,46,55,33,33,34,55,68,69,66,53,62,51,54,52,41,53,47,12,50,48,60,52,34,20,12
0,17,54,66,1,1,2,2,154,43,34,47,60,28,51,42,41,57,52,61,59,68,51,64,52,63,62,62,41,51,49,41,53,42,47,36,54,50
0,24,54,60,0,1,3,2,141,37,66,59,44,45,52,34,30,34,44,62,54,57,44,78,52,67,53,38,49,35,15,51,42,62,42,32,33,30
0,17,54,74,1,1,3,3,154,42,47,32,48,42,57,49,43,42,54,86,81,76,36,72,53,45,46,47,45,47,19,51,45,45,41,45,33,32
0,19,54,70,0,1,2,1,157,12,10,12,27,10,10,13,11,30,19,43,40,48,40,43,20,64,34,53,10,22,11,10,33,20,35,27,11,14
0,19,54,64,1,1,3,3,154,56,63,39,52,44,55,51,42,48,61,55,55,63,43,58,53,38,39,60,40,30,22,51,49,59,55,30,27,24
0,19,54,66,0,1,3,1,161,12,5,14,28,8,7,11,14,25,14,30,24,34,52,47,25,64,21,53,9,21,10,7,23,13,33,6,12,10
0,19,54,69,0,1,2,2,165,33,61,52,39,36,44,38,30,31,42,55,52,60,55,65,58,62,51,60,50,38,25,60,46,67,54,18,15,15
0,21,54,62,0,1,2,3,152,57,52,40,43,52,60,50,57,46,55,63,60,62,55,71,61,50,39,46,55,27,61,43,50,59,55,19,24,20
0,34,54,54,0,1,3,2,176,24,17,54,41,28,30,25,30,24,38,54,33,31,40,39,34,35,34,73,18,49,50,36,34,38,47,60,58,47
0,18,54,64,0,1,3,2,132,47,46,44,60,41,57,51,39,64,60,68,62,64,52,66,50,55,40,33,36,45,30,49,56,49,52,40,36,40
0,19,54,71,1,1,3,1,176,11,6,24,19,6,12,14,13,25,20,15,21,33,36,48,22,63,27,57,8,19,22,5,44,17,27,28,14,10
